name,,,text,,,
NChanelJoy,,,@usairways can I get assistance on flight #611? Plane just landed from HPN and I have a connection to ATL.,,,
JessBenge,,,"@USAirways you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!",,,
amfnyc,,,@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??,,,
djxsv,,,@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.,,,
_JoeChuck,,,@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had,,,
amfnyc,,,@USAirways I've been trying to call you for days and every time the system is overloaded and disconnects. Really?  A global company?  Help!,,,
suzanneboles,,,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies.",,,
JessBenge,,,@USAirways where's my apology?,,,
suzanneboles,,,@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,,,
Barrkari,,,"@USAirways flight today showing on time online, not able to check in. Called &amp; told was Cancelled Flightled, put on hold over an hr ago. Help?",,,
mark7579,,,"@USAirways new tag line ""but we got you there alive!""",,,
_JoeChuck,,,@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?,,,
SeanOB19,,,"@USAirways announced that people going to FL via Charlotte would have to go to a different plane &amp; gate, but it was a 'direct flight' #logic",,,
asherhuey,,,@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?,,,
mark7579,,,@USAirways Does your company see passengers as customers or just $$$?,,,
KillDaWabbit2,,,@USAirways Is there a way to have someone contact me when you have an agent available? Need help Flight Booking Problems an award flight.,,,
Als_TopTeeth,,,@USAirways flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke,,,
kimlipp,,,"@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?",,,
tannapistolis,,,@USAirways I hope so. Last I spoke to the baggage team... they weren't sure what city my bag was in.,,,
aparisbonvoyage,,,"@USAirways Thank you, busy times.",,,
michellishelli,,,"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed",,,
TabersAmerica,,,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",,,
istackfranklins,,,"@USAirways 
Not one to complain much but really 1 hour 15minutes and still nothing. Agents or Agent ⤵ http://t.co/Q5SB0DaVuy",,,
Shrubbette,,,@USAirways thanks :),,,
lisascott09,,,@USAirways thanks for crappy hotel with no food and a taxi bill followed by being on standby for your Cancelled Flightlation. #USAirways,,,
Shrubbette,,,"@USAirways through, can you confirm that I haven't been charged?",,,
Shrubbette,,,"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",,,
Logunov_Daniil,,,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",,,
KillDaWabbit2,,,"@USAirways I've been on hold with your Divident Miles service desk for 45 minutes, and that's after being hung up on the first time.",,,
lisascott09,,,@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways,,,
istackfranklins,,,"@USAirways 
This is how vacations get Cancelled Flightled been on hold ⤵for 40+ minutes still havent talked to anyone. #failure http://t.co/ef4P0HISHb",,,
GignacForLowell,,,@USAirways for a response in 3-4 days? No thanks,,,
snptaylor,,,@USAirways will never travel with you again. This is insanity. storms are inevitable but making us hold to just add a lap child #badservice,,,
DustyJonas,,,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour,,,
RoryPhilbin1,,,@USAirways thanks so much!,,,
RoryPhilbin1,,,@USAirways I recently moved and got a new license and when I booked my flight months ago I used my old license do I need to change that?,,,
sternjoe92,,,"@USAirways No, this is a systemic problem. Mail comes from 153.69.214.203 but USAirways SPF record disallows it. DM me for more detail",,,
snptaylor,,,@USAirways little help to us! My husband has been on hold for an hour for something that take 5 minutes to complete.,,,
RoryPhilbin1,,,@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?,,,
kelliwilson02,,,@USAirways we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease,,,
snptaylor,,,@USAirways still can't get through and travel in 2 days. #ridiculous #donthavehighhopes,,,
sternjoe92,,,@USAirways has an SPF record error that is causing e-mail from noreply@usairwaysmobile.com to go to spam filters. DNS admin needs to fix!,,,
Logunov_Daniil,,,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,,
claytonconway,,,@USAirways so the seat next to me (19B) on flight 1943 to Seattle has a tray table that is falling off... http://t.co/HAJ5lKqjW4,,,
kvetcher,,,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue",,,
PastorMRobinson,,,@USAirways my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!,,,
_MeAndMariah,,,@USAirways Credit to my bank account for the two days of work that I've missed because of these Cancelled Flightlations.,,,
kelliwilson02,,,@USAirways I don't need to rebook I need to know the policy,,,
_MeAndMariah,,,"@USAirways No reFlight Booking Problems necessary. I can't afford to deal this kind of unprofessionalism again. I would, however, like some type of credit.",,,
Kyle_Clarke528,,,@USAirways what are the odds you can get me on a flight with delta so I can actually get to Orlando today?? #2daysLate Flight,,,
_MeAndMariah,,,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv,,,
akobilarov,,,@USAirways How long does it take to receive ticket # from @AmericanAir for itin booked via http://t.co/79waJk7EyT on US flights?,,,
laurenpolinsky,,,@USAirways that is the most useless tweet I've ever seen out of you.,,,
_MeAndMariah,,,@USAirways this is got to be the worst service I've ever seen with an airline. 3 Cancelled Flightled flights. Rude employees. Currently flight delayed,,,
kelliwilson02,,,@USAirways so you're going to make me wait that long on the phone line when you can help me? # that's part of the problem,,,
jerseygirl4444,,,@USAirways now over 2 hrs. Can't wait anymore. 2 hrs for nothing. Now what?? #frustrated #USAirways http://t.co/BuwjTVUWKM,,,
aakopel,,,@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,,,
kelliwilson02,,,@USAirways what is policy on changing flight to different dates once your flight has been delayed?,,,
MiddleSeatView,,,@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats),,,
mpordes,,,@USAirways last name Pordes,,,
mpordes,,,@USAirways tell reservations to rebook me from 5080 to 5129,,,
mpordes,,,"@USAirways why aren't twitter and reservations connected? What do people want? Reservations, duh?!?!",,,
RealcornerboyT,,,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight,,,
Cuvols,,,@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir,,,
jerseygirl4444,,,@usairways #usairways #unacceptable #holdtime REALLY?! http://t.co/UPp41AbxrQ,,,
mpordes,,,@USAirways what do I push to rebook with that 800 number,,,
mpordes,,,@USAirways tell the flight from clt to srq 5080 to wait!!!!!!,,,
Sama53,,,@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera,,,
MiddleSeatView,,,"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?",,,
acimino,,,"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏",,,
_DeeGotDaLoud,,,"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" 😒",,,
mpordes,,,@USAirways stuck in cae need reFlight Booking Problems for next flight possibly dm for more info,,,
_DeeGotDaLoud,,,@USAirways Has the most useless &amp; Rude employees ever at Philadelphia airport never again will I fly with them ! 😤,,,
BobMargolis,,,@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,,,
RealcornerboyT,,,@USAirways we are boarding now but have yet to depart.  Thanks for the response.,,,
FlashGilbert,,,@USAirways I totally understand the weather. Just frustrated. Thanks!,,,
JackLevin12,,,"@USAirways tell them to get on that, please.",,,
FlashGilbert,,,@USAirways @SDFAirport  I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,,,
RealcornerboyT,,,@USAirways gate agents are now working with everyone to resolve connecting flight issues which is my concern,,,
RealcornerboyT,,,@USAirways 5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay,,,
atHomeinProv,,,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,,,
RealcornerboyT,,,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious.",,,
Logunov_Daniil,,,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,,
jtalarcek,,,@USAirways  please don't go to the check in process @AmericanAir uses at #MCO. It's an absolute disaster.,,,
Jeff_Baert,,,@USAirways how about a phone # to talk to a real person?,,,
Jeff_Baert,,,@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us,,,
comediandan,,,@USAirways I gave up http://t.co/2eDgc6TbLs,,,
comediandan,,,@USAirways I've been on hold for one hour and four minutes for your reservations line. How can you possibly do business this way?,,,
hersheykiss_89,,,"@USAirways lack of communication with other offices, the customer, &amp; yall never update ur systems. U guys are 2 established 4 this mess",,,
hersheykiss_89,,,@USAirways u guys get too much $$$ and too many customers  to be fucking up as badly as u do,,,
SVLLINDIA,,,"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",,,
RyanMackJ,,,"@USAirways after last night in Charlotte NC I'm seriously debating never flying you again. 50 minute on the Tarmac, connection leaves.",,,
Jeanne23,,,"@USAirways hi!  Could you protect me on US 445 just in case? Still on ground with no checked luggage, but still a chance I can make original",,,
cristalyze,,,@USAirways great but that still does not help me..,,,
evan_salmon,,,@USAirways @Forsyth_Factor hope for no weather delays no help to reroute and your on your own for lodging non stop is the way to go,,,
evan_salmon,,,@USAirways why didn't you reroute BOS to JAX via DCA through CLT instead forcing an overnight @DCA #passengersLose,,,
dsearls,,,"@USAirways I appreciate the hard work. Still, I gave up after &gt;hour. @dsearls",,,
BohnJai,,,"@USAirways my luggage was delayed. I'm looking for compensation, since, you know, you charged me for it then forgot it...",,,
SkylarSong,,,@USAirways @AmericanAir stranded in cold Texas and getting sick because you overbooked the flight and gave my seat away. #gooutofbusiness,,,
reallylongdrive,,,@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways,,,
fispahani,,,Thanks. “@USAirways: @fispahani Weather disruptions have caused some of our crew to run Late Flight. We're sorry for the delay to your flight.”,,,
sethdpowers,,,@USAirways 325 minute delay - this is absurd. Feel free to provide credits... http://t.co/e09keJ9bv1,,,
KristenElysse,,,@USAirways Fuck you,,,
MindyPack,,,@USAirways not even on your dime and free tickets.  #worsttraveldayever,,,
drpippa,,,@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.,,,
sethdpowers,,,@USAirways thank you,,,
jsperber,,,@USAirways thanks. We did see an agent. Unhelpful. Some got vouchers others did not for unexplained reasons.,,,
sethdpowers,,,@USAirways 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2,,,
MindyPack,,,"@USAirways this day has been a disaster, rude employees, no help &amp; now no hotel. not flying with you again &amp; I fly ALOT! Dallas=raise=now!",,,
jsperber,,,@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.,,,
jsperber,,,@usairways missed flight connection due to flight attendant delay. Yet no voucher on your part? #fail,,,
OBJ_3,,,@USAirways of course never again tho . Thanks for tweetin ur concern but not Doin anythin to fix what happened. I'll choose wiser next time,,,
drpippa,,,"@USAirways I absolutely knew you would try to blame weather to deny us vouchers in Phoenix. Totally false, was a crew issue.",,,
PndrewCress,,,@USAirways half an inch of snow in Charlotte #overwhelming,,,
ant_pruitt,,,@USAirways on the phone now. looks like global,,,
All_that_Jaz,,,"@USAirways Already filed a report personally at the airport, however they have no idea where it is even with a tracking number.",,,
Kohrsnd,,,"@USAirways already called, no other options, flight is being reimbursed. Never again, you are unreliable for business travelers.",,,
MindyPack,,,@USAirways your saving grace was our flight attendant Dallas who was amazing. wish he would transfer to Delta where I would see him again,,,
michaelrkenney,,,"@USAirways that link leads to a website that won't open on a cell phone.  Good job, shocking that your airline is folding.",,,
shhashhank,,,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,,,
OBJ_3,,,"@USAirways No need for apologies just an unfortunate situation . There is no up date, I've landed but was suppose to land at 5",,,
easmn,,,@USAirways ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it,,,
KierOgrady,,,@USAirways my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿,,,
weezerandburnie,,,@USAirways she just did but really how drunk does someone have to be before you stop serving them,,,
Logunov_Daniil,,,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,,
OBJ_3,,,"@USAirways 5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)",,,
easmn,,,"@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?",,,
lbrc133,,,@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,,,
JessBenge,,,@USAirways I'm sick of living in an airport!! #getittogether,,,
laurencecharles,,,"@USAirways Now, the JFK Baggage Office has actually run out of paper hotel vouchers. #thislinehasntmovedforanhour",,,
Kevinly17,,,@USAirways Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight,,,
weezerandburnie,,,@USAirways  really u gave 6 scotch on the rocks to an out of control drunk and would not let my sister change seats when he was grouping her,,,
cindycapo,,,"@USAirways Awesome USAir, TYSVM &lt;3",,,
husainhaqqani,,,@USAirways Thank you!,,,
PsuOhiofarmgirl,,,@USAirways  that would be lovely! You have great people working in your organization.,,,
laurencecharles,,,@USAirways Only the JFK baggage office is open to help re-book all of us on Cancelled Flightled flight 3121 to DCA. Shameful.,,,
JoelWeger,,,@USAirways hey let flight 1874get to the gate  hours Late Flight and no fate with dozens of kids on board,,,
kempallen,,,@USAirways me too. Me too.,,,
Bink_V,,,@USAirways a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑,,,
cindycapo,,,"@USAirways TYVM USAir, Happy Night@ &lt;3",,,
wcpojesse,,,@USAirways thanks! It's hectic for everyone but their actions don't represent the company well IMO,,,
AliNHamdani,,,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???,,,
sheiladeca,,,@USAirways NOT GOOD. been on hold for 1hour (2x/day) since sun. to book 1-way flt dividend miles. agents send me to on hold hell. #furious,,,
husainhaqqani,,,@USAirways I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.,,,
briana_reyrey,,,@USAirways not too impressed with your airlines but I would feel a lot better flying with if you upgraded me up to first class tomorrow,,,
PsuOhiofarmgirl,,,@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.,,,
pdotts4,,,"@USAirways how about an update? 2hrs delayed, this obviously isnt up 2 date, havent boarded http://t.co/L7lWjaZiOA",,,
glehel,,,@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,,,
Hollywood0218,,,"@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP",,,
Corybranan,,,@USAirways Will do. I appreciate the response.,,,
OiadaIntl,,,@USAirways @erickofiejones how long are billing cycles,,,
symmetrickeys,,,@USAirways on hold for 1:23. All because they won't let me use a companion voucher online http://t.co/DPhQRgkdoA,,,
willary,,,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,,,
mttdprkr,,,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours...",,,
willary,,,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain,,,
kaitlliiin,,,"@USAirways delayed my flight 3 times before Cancelled Flighting it, had angry and rude workers, and are now providing no helpful service at all",,,
Joeschmow777,,,@USAirways My daughter is stranded in charlotte because US Airways Cancelled Flightled her flight tonight.  Completely dissatisfied with @USAirways,,,
Rencelas,,,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,,,
PndrewCress,,,@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice,,,
PastorMRobinson,,,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",,,
PastorMRobinson,,,@USAirways I'm amazed at the lack of communication with the passengers.,,,
stumintz,,,"@USAirways when I told csr I would close acct, he couldn't care less",,,
stumintz,,,"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English).",,,
PastorMRobinson,,,@USAirways they call weather an act of God and refuse to help. I have my wife and 3 kids and they have no sympathy.,,,
PastorMRobinson,,,@USAirways bad weather shouldn't mean bad service,,,
PastorMRobinson,,,@USAirways stuck in Charlotte being treated like a nobody by staff.,,,
PastorMRobinson,,,"@USAirways flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever.",,,
fosterhimself,,,"@USAirways what does ""your reservation is 'out of sync.'"" mean? On hold w customer service 12 min and want an idea what is up",,,
dscottt10,,,@USAirways sits on a throne of lies,,,
michaelrkenney,,,"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!",,,
PatrickCronin10,,,@USAirways flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?,,,
MelJintheUSA,,,"@USAirways I'm on the flight, finally in the air. Not enough food to feed customers. No movie or entertainment on a 5 hr flight.",,,
unpredictaylor,,,@USAirways I just hope that pilot had a good day off,,,
KristinKlutz,,,@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!,,,
timodock,,,@USAirways is the worst airline I’ve ever flown on. You guys have treated me like garbage today.,,,
kempallen,,,@USAirways Only water on flight 763 to DCA? This is the first time I've ever seen this happen. #ExecutivePlatinumMeansNothing #IWantCoffee,,,
annforstie,,,"@USAirways Eh, it happens. I think I'll survive. 😉 Thanks!",,,
the_jayardee,,,@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?,,,
Two4Chaos,,,"@USAirways I did, but it won't help.. Can't believe you wouldn't take full fare for first class and gave away to Platinum Member.. Profits?",,,
TerriHaisten,,,@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!,,,
newcrackofdawn,,,"@USAirways - I'm in the Cust Svc line.  Your Charlotte, NC agents better be in their A game.",,,
mintzrandy,,,@USAirways and if the flight is full?,,,
Bink_V,,,@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.,,,
mttdprkr,,,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.,,,
SimplyTwiggy,,,thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet,,,
SimplyTwiggy,,,@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!,,,
Praise_A_Lord,,,@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday,,,
erickofiejones,,,@USAirways I was told there is no record of my refund.  Can someone please help me. This has been a long day,,,
Ltos5363,,,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune,,,
mttdprkr,,,@USAirways Being put back on hold for what has now been an HOUR is completely unacceptable.,,,
Ltos5363,,,@USAirways Stop reposting same autoresponse  That was return flight home #imateacher. Couldnt get to RSW  #neptune#waivethefee #notmyfault,,,
suzanneboles,,,@USAirways contd.. They put her on 7 pm flite tonite. I think she's on now. Worst customer service ever! U need to fix it.,,,
PsuOhiofarmgirl,,,@USAirways  thank you! Glad to be heading home! Great people at your call center!,,,
suzanneboles,,,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",,,
curtainbounce,,,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,,,
wickenstein,,,@USAirways HA!  You're fun.,,,
unpredictaylor,,,@USAirways UR service is so shitty. Pilot never showed up so we waited hours because another pilot was supposed to come but didn't #Cancelled Flighted,,,
mttdprkr,,,@USAirways how long is that flight? http://t.co/bCwckWtnlE,,,
GGoodie56,,,@USAirways flying high thanks!,,,
Ltos5363,,,@USAirways ticket couldnt be used bc unable to get to departing dest (RSW) bc of blizzard in BOS. Told only way to use credit is $200 fine,,,
MartyBergerson,,,@USAirways if I cant get through to reservations how can they take a look? 2+ hour hold times are not reasonable in any industry!,,,
mttdprkr,,,"@USAirways 3+ hours on hold... oh, wait, for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes.",,,
michael_lepp,,,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,,,
LisaWilsonDaly,,,@USAirways flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!,,,
Nathanielyb,,,"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead.",,,
AminESPN,,,@USAirways thanks,,,
tamajared,,,@USAirways I've been waiting for the callback for EIGHT HOURS. HOW MUCH LONGER?!,,,
mttdprkr,,,@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.,,,
PsuOhiofarmgirl,,,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",,,
Two4Chaos,,,@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap,,,
DocWaaaaaa,,,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT,,,
shipge,,,@USAirways It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!,,,
ChloeLynne17,,,@USAirways strikes again. @emilylyonss  I strongly suggest you live tweet your ordeal. Their media team appreciates the updates 😎,,,
earlp,,,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed,,,
kbutsunturn,,,"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",,,
DropMeAnywhere,,,"@USAirways And really, it's a middle initial versus middle name. All else the same. Not spending my time on your computer issues.",,,
mintzrandy,,,"@USAirways very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning.",,,
DropMeAnywhere,,,@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.,,,
SyncSummit,,,@USAirways 8 weeks to refund this ticket - 0372389047497?!? - totally unacceptable.  Fix this or I'll put it on blast on social media and TV,,,
CGrescueswimmer,,,@USAirways yes I can pay out of pocket that us not helping me for loosing my first class ticket to coach.   I want resolution or a comp,,,
TGRunningLady,,,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH.",,,
gkorwan,,,@USAirways @satesq theres only one flt PHL-CRW per day.,,,
btr5017,,,@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe,,,
Brandy_Fisher,,,"@USAirways I will be traveling from LAX to CLT to HTS, I have been rebooked for tomorrow due to the travel advisory.",,,
Brandy_Fisher,,,@USAirways This flight was for my brother. He has been rebooked and I was able to give my info over the phone to get him a pass to the Club.,,,
DCSas,,,@USAirways Flight # 604. Thanks.,,,
earlp,,,@USAirways flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways,,,
Sanabia28,,,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay,,,
staciesater,,,@USAirways is anyone working today?? Anyone want to pick up a phone?,,,
mttdprkr,,,@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.,,,
NickApex,,,"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today.",,,
Logunov_Daniil,,,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",,,
michael_lepp,,,@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst,,,
Ltos5363,,,"@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit, $200 fee. Couldnt reach destination @BostonBBB #notmyfault",,,
WBGreen,,,@USAirways Thank you. And thanks for being so accommodating.,,,
Logunov_Daniil,,,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,,,
PatrickCronin10,,,@USAirways Feeling helpless at Tanpa airport. How can I talk to someone. Flight delayed 4 times. Need help. Missed connections will be prob,,,
Ltos5363,,,@USAirways won't waive $200 fee due to #neptune. Can't use credit w/o paying fee. Couldnt get to destination to use their tic #waivethefee,,,
MeghanTeeth,,,@USAirways no wonder you are the lowest rated airline in america. #shameful #USAirways,,,
MeghanTeeth,,,@USAirways how are you even still in business? i have been trying to call for hours. this is pathetic.,,,
bradlerner,,,@USAirways thanks!,,,
MeghanTeeth,,,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",,,
Ltos5363,,,@USAirways Flight Cancelled Flighted because of #Neptune Could not get to my destination. #notmyfault  #waive$200fee #ripoff #poorcustomerservice,,,
Logunov_Daniil,,,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,,,
Ltos5363,,,"@USAirways  If you can waive a fee at time of Cancelled Flightation, you CAN WAIVE IT AT A FUTURE DATE! #usairways #ripoff #poorcustomerservice",,,
GGoodie56,,,@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,,,
rkasold,,,@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.,,,
_bpr_,,,@USAirways conf number FMJTYL delayed - any chance of getting an earlier flight fll to phx?,,,
GainesJohnson,,,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option.",,,
Logunov_Daniil,,,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),,,
